global_window_id,source_segment,output_file,label,local_window_id,start_idx,end_idx_exclusive,end_idx_inclusive,num_samples,start_time_ms,end_time_ms,sampling_rate_hz,window_size,window_duration_sec,overlap_ratio,step_size,step_duration_sec,status,reason
1167,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_118.csv,obstruction,118,37760,38272,38271,512,107644.067,108666.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1168,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_119.csv,obstruction,119,38080,38592,38591,512,108284.067,109306.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1169,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_120.csv,obstruction,120,38400,38912,38911,512,108924.067,109946.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1170,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_121.csv,obstruction,121,38720,39232,39231,512,109564.067,110586.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1171,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_122.csv,obstruction,122,39040,39552,39551,512,110204.067,111226.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1172,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_123.csv,obstruction,123,39360,39872,39871,512,110844.068,111866.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1173,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_124.csv,obstruction,124,39680,40192,40191,512,111484.067,112506.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1174,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_125.csv,obstruction,125,40000,40512,40511,512,112124.067,113146.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1175,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_126.csv,obstruction,126,40320,40832,40831,512,112764.067,113786.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1176,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_127.csv,obstruction,127,40640,41152,41151,512,113404.067,114426.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1177,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_128.csv,obstruction,128,40960,41472,41471,512,114044.067,115066.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1178,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_129.csv,obstruction,129,41280,41792,41791,512,114684.067,115706.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1179,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_001.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_001_window_130.csv,obstruction,130,41600,42112,42111,512,115324.067,116346.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1180,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_000.csv,obstruction,0,0,512,511,512,116810.067,117832.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1181,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_001.csv,obstruction,1,320,832,831,512,117450.067,118472.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1182,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_002.csv,obstruction,2,640,1152,1151,512,118090.067,119112.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1183,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_003.csv,obstruction,3,960,1472,1471,512,118730.067,119752.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1184,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_004.csv,obstruction,4,1280,1792,1791,512,119370.067,120392.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1185,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_005.csv,obstruction,5,1600,2112,2111,512,120010.067,121032.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1186,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_006.csv,obstruction,6,1920,2432,2431,512,120650.067,121672.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1187,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_007.csv,obstruction,7,2240,2752,2751,512,121290.067,122312.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1188,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_008.csv,obstruction,8,2560,3072,3071,512,121930.067,122952.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1189,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_009.csv,obstruction,9,2880,3392,3391,512,122570.067,123592.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1190,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_010.csv,obstruction,10,3200,3712,3711,512,123210.067,124232.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1191,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_011.csv,obstruction,11,3520,4032,4031,512,123850.067,124872.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1192,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_012.csv,obstruction,12,3840,4352,4351,512,124490.067,125512.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1193,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_013.csv,obstruction,13,4160,4672,4671,512,125130.067,126152.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1194,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_014.csv,obstruction,14,4480,4992,4991,512,125770.067,126792.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1195,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_015.csv,obstruction,15,4800,5312,5311,512,126410.067,127432.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1196,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_016.csv,obstruction,16,5120,5632,5631,512,127050.067,128072.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1197,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_017.csv,obstruction,17,5440,5952,5951,512,127690.067,128712.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1198,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_018.csv,obstruction,18,5760,6272,6271,512,128330.067,129352.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1199,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_019.csv,obstruction,19,6080,6592,6591,512,128970.067,129992.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1200,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_020.csv,obstruction,20,6400,6912,6911,512,129610.067,130632.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1201,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_021.csv,obstruction,21,6720,7232,7231,512,130250.067,131272.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1202,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_022.csv,obstruction,22,7040,7552,7551,512,130890.067,131912.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1203,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_023.csv,obstruction,23,7360,7872,7871,512,131530.067,132552.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1204,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_024.csv,obstruction,24,7680,8192,8191,512,132170.067,133192.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1205,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_025.csv,obstruction,25,8000,8512,8511,512,132810.067,133832.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1206,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_026.csv,obstruction,26,8320,8832,8831,512,133450.067,134472.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1207,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_027.csv,obstruction,27,8640,9152,9151,512,134090.067,135112.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1208,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_028.csv,obstruction,28,8960,9472,9471,512,134730.067,135752.068,500,512,1.024,0.5,320,0.64,KEPT,valid
1209,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_029.csv,obstruction,29,9280,9792,9791,512,135370.067,136392.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1210,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_030.csv,obstruction,30,9600,10112,10111,512,136010.067,137032.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1211,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_031.csv,obstruction,31,9920,10432,10431,512,136650.067,137672.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1212,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_032.csv,obstruction,32,10240,10752,10751,512,137290.067,138312.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1213,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_033.csv,obstruction,33,10560,11072,11071,512,137930.067,138952.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1214,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_034.csv,obstruction,34,10880,11392,11391,512,138570.067,139592.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1215,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_035.csv,obstruction,35,11200,11712,11711,512,139210.067,140232.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1216,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_036.csv,obstruction,36,11520,12032,12031,512,139850.067,140872.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1217,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_037.csv,obstruction,37,11840,12352,12351,512,140490.067,141512.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1218,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_038.csv,obstruction,38,12160,12672,12671,512,141130.067,142152.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1219,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_039.csv,obstruction,39,12480,12992,12991,512,141770.067,142792.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1220,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_040.csv,obstruction,40,12800,13312,13311,512,142410.067,143432.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1221,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_041.csv,obstruction,41,13120,13632,13631,512,143050.067,144072.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1222,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_042.csv,obstruction,42,13440,13952,13951,512,143690.067,144712.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1223,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_043.csv,obstruction,43,13760,14272,14271,512,144330.067,145352.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1224,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_044.csv,obstruction,44,14080,14592,14591,512,144970.067,145992.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1225,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_045.csv,obstruction,45,14400,14912,14911,512,145610.067,146632.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1226,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_046.csv,obstruction,46,14720,15232,15231,512,146250.067,147272.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1227,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_047.csv,obstruction,47,15040,15552,15551,512,146890.067,147912.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1228,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_048.csv,obstruction,48,15360,15872,15871,512,147530.067,148552.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1229,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_049.csv,obstruction,49,15680,16192,16191,512,148170.067,149192.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1230,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_050.csv,obstruction,50,16000,16512,16511,512,148810.067,149832.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1231,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_051.csv,obstruction,51,16320,16832,16831,512,149450.067,150472.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1232,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_052.csv,obstruction,52,16640,17152,17151,512,150090.068,151112.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1233,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_053.csv,obstruction,53,16960,17472,17471,512,150730.067,151752.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1234,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_054.csv,obstruction,54,17280,17792,17791,512,151370.067,152392.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1235,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_055.csv,obstruction,55,17600,18112,18111,512,152010.067,153032.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1236,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_056.csv,obstruction,56,17920,18432,18431,512,152650.067,153672.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1237,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_057.csv,obstruction,57,18240,18752,18751,512,153290.067,154312.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1238,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_058.csv,obstruction,58,18560,19072,19071,512,153930.067,154952.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1239,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_059.csv,obstruction,59,18880,19392,19391,512,154570.067,155592.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1240,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_060.csv,obstruction,60,19200,19712,19711,512,155210.067,156232.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1241,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_061.csv,obstruction,61,19520,20032,20031,512,155850.067,156872.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1242,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_062.csv,obstruction,62,19840,20352,20351,512,156490.067,157512.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1243,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_063.csv,obstruction,63,20160,20672,20671,512,157130.067,158152.067,500,512,1.024,0.5,320,0.64,KEPT,valid
1244,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\obstruction\arduino_serial_data_obstruction_segment_002.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\obstruction\arduino_serial_data_obstruction_segment_002_window_064.csv,obstruction,64,20480,20992,20991,512,157770.067,158792.067,500,512,1.024,0.5,320,0.64,KEPT,valid
